Age,Gender,Income,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Loan_Amount,Loan_Tenure,Existing_Customer,State,City,LTV_Ratio,Employment_Profile,Profile_Score,Occupation
39,Female,21000,771,401,8,42338,300,Yes,Gujarat,Surat,61.0458856803867,Self-Employed,96,Contractor
62,Male,68000,682,302,6,90588,345,Yes,Uttar Pradesh,Lucknow,64.9895615507286,Self-Employed,91,Business Owner
33,Female,91000,639,447,6,124135,196,No,Telangana,Hyderabad,91.2006491661431,Unemployed,74,NA
50,Female,140000,452,20,2,56138,109,No,Gujarat,Surat,80.718129295294,Salaried,74,Teacher
31,Male,50000,610,246,5,75480,202,No,Kerala,Kochi,95,Freelancer,82,Writer
53,Male,126000,548,404,4,150000,33,No,Delhi,New Delhi,93.7924913153769,Salaried,83,Doctor
52,Female,108000,429,265,2,126301,41,No,Delhi,New Delhi,95,Salaried,65,Banker
31,Male,77000,592,17,5,70971,44,No,West Bengal,Kolkata,62.3390039063306,Self-Employed,100,Contractor
27,Female,48000,312,553,0,150000,39,No,Rajasthan,Manjari,71.1916452273792,Unemployed,21,NA
52,Male,95000,369,194,1,150000,42,No,Maharashtra,Manjari,84.6168375996647,Salaried,54,Civil Servant
68,Male,201000,734,177,7,99454,346,Yes,Rajasthan,Jaipur,68.5221346965498,Self-Employed,100,Business Owner
62,Male,177000,524,435,4,150000,85,No,Karnataka,Manjari,64.1430090394437,Self-Employed,87,Contractor
33,Female,90000,559,216,4,132484,107,No,Uttar Pradesh,Kanpur,71.4704499475898,Salaried,81,Civil Servant
21,Female,18000,677,405,6,56300,317,Yes,Telangana,Hyderabad,91.989704124926,Self-Employed,77,Contractor
36,Male,87000,469,288,3,87062,14,No,Uttar Pradesh,Kanpur,71.0740522040304,Salaried,69,Teacher
44,Male,97000,850,246,10,138386,154,Yes,Rajasthan,Udaipur,80.1919557321596,Salaried,96,Civil Servant
28,Male,28000,300,602,0,92621,89,No,Gujarat,Ahmedabad,80.5872482684767,Unemployed,35,NA
27,Male,50000,606,289,5,53249,87,No,Delhi,New Delhi,60.3488351030862,Freelancer,91,Writer
47,Female,57000,300,22,0,85065,77,No,Rajasthan,Udaipur,70.051601725836,Salaried,34,Doctor
28,Female,54000,806,350,9,74182,233,Yes,Delhi,New Delhi,51.9101332578995,Salaried,100,Banker
70,Male,204000,434,319,2,145514,109,No,Kerala,Kochi,91.5810216752156,Self-Employed,45,Farmer
24,Male,53000,578,468,5,149625,38,No,Karnataka,Bengaluru,73.1943198423916,Unemployed,72,NA
52,Other,107000,395,129,1,72354,67,No,West Bengal,Kolkata,60.3267595116842,Salaried,87,Civil Servant
63,Male,130000,657,247,6,150000,161,Yes,Gujarat,Surat,78.0962869873826,Salaried,93,Doctor
38,Male,36000,730,495,7,45005,247,Yes,Karnataka,Mysuru,43.9169568488952,Salaried,100,Software Engineer
44,Male,64000,624,448,5,150000,327,No,Maharashtra,Pune,52.4928876351311,Salaried,100,Software Engineer
38,Female,29000,407,111,1,35261,24,No,Uttar Pradesh,Kanpur,64.9031265352057,Salaried,90,Civil Servant
57,Female,141000,498,560,3,116833,21,No,Tamil Nadu,Coimbatore,62.7558281184667,Self-Employed,83,Shopkeeper
36,Female,64000,772,607,8,102830,141,Yes,Delhi,New Delhi,50.5527686875703,Salaried,100,Doctor
52,Female,103000,634,309,6,73940,157,No,Tamil Nadu,Chennai,93.7113781167757,Self-Employed,83,Business Owner
47,Male,53000,530,174,4,150000,84,No,Maharashtra,Pune,79.3995913898618,Student,60,Student
41,Male,37000,645,27,6,56146,190,No,Rajasthan,Udaipur,66.7579278281094,Self-Employed,100,Contractor
39,Male,27000,417,531,2,78306,110,No,Kerala,Kochi,62.0847207676374,Salaried,85,Software Engineer
36,Female,73000,737,277,7,150000,306,Yes,West Bengal,Kolkata,41.1719843857391,Self-Employed,99,Contractor
47,Male,28000,798,18,9,107189,83,Yes,Rajasthan,Jaipur,41.0071840048779,Salaried,100,Civil Servant
64,Male,150000,731,94,7,135082,248,Yes,Gujarat,Surat,48.4767465192885,Salaried,98,Banker
37,Male,52000,300,118,0,136125,101,No,Telangana,Hyderabad,68.8416730471295,Salaried,57,Teacher
62,Female,156000,669,334,6,93097,233,Yes,Delhi,New Delhi,95,Salaried,82,Teacher
64,Female,65000,579,566,5,150000,80,No,Tamil Nadu,Manjari,53.0029000816931,Self-Employed,95,Contractor
26,Other,42000,807,593,9,67347,64,Yes,Tamil Nadu,Coimbatore,79.6734602122176,Salaried,100,Teacher
60,Male,125000,828,470,9,118421,222,Yes,Gujarat,Surat,49.4149236804141,Salaried,94,Civil Servant
57,Female,125000,672,348,6,150000,300,Yes,Gujarat,Channarayapatna,91.4239215682517,Unemployed,81,NA
63,Female,177000,802,171,9,84935,317,Yes,Kerala,Thiruvananthapuram,82.426304396921,Self-Employed,99,Contractor
57,Male,100000,717,107,7,150000,210,Yes,West Bengal,Nellikuppam,61.4559882245057,Self-Employed,100,Shopkeeper
41,Male,118000,799,219,9,106747,315,Yes,Kerala,Thiruvananthapuram,52.5522286791343,Self-Employed,100,Shopkeeper
40,Male,71000,373,69,1,150000,31,No,Tamil Nadu,Chennai,74.1603716093607,Salaried,50,Software Engineer
31,Male,33000,558,424,4,137827,88,No,Telangana,Hyderabad,66.3057417359148,Salaried,100,Banker
30,Male,77000,513,534,3,109792,40,No,Rajasthan,Udaipur,58.3196062150001,Unemployed,65,NA
41,Female,105000,815,57,9,114967,226,Yes,Uttar Pradesh,Lucknow,84.12426791826,Salaried,94,Teacher
38,Male,105000,803,63,9,133345,222,Yes,Delhi,New Delhi,70.0550129925748,Self-Employed,100,Farmer
34,Female,98000,533,301,4,54911,21,No,Rajasthan,Udaipur,77.7784295298421,Salaried,97,Teacher
68,Male,181000,603,346,5,109878,271,No,Telangana,Hyderabad,87.6525981524899,Salaried,88,Banker
45,Female,112000,413,154,2,150000,71,No,Karnataka,Bengaluru,95,Self-Employed,36,Farmer
36,Male,24000,445,556,2,45014,76,No,Tamil Nadu,Chennai,57.2915475871921,Salaried,76,Software Engineer
52,Male,128000,850,505,10,96738,176,Yes,Gujarat,Bishanpura,66.1261019388065,Self-Employed,91,Shopkeeper
39,Male,47000,432,420,2,150000,48,No,Gujarat,Manjari,56.7845649435486,Salaried,93,Software Engineer
54,Other,122000,744,294,8,137641,97,Yes,Karnataka,Mysuru,63.4286787130609,Self-Employed,100,Business Owner
33,Female,96000,826,538,9,150000,132,Yes,Uttar Pradesh,Kanpur,49.4990474263944,Salaried,91,Teacher
19,Female,12000,699,391,7,36662,240,Yes,Delhi,New Delhi,84.5299234098555,Self-Employed,92,Shopkeeper
49,Female,74000,540,320,4,129506,15,No,Rajasthan,Udaipur,74.5269164372229,Salaried,99,Software Engineer
49,Male,48000,730,274,7,102482,301,Yes,Maharashtra,Mumbai,74.2169654457867,Self-Employed,100,Shopkeeper
25,Other,67000,444,279,2,62013,84,No,Kerala,Thiruvananthapuram,87.9480995720044,Salaried,60,Teacher
46,Female,127000,762,289,8,125079,334,Yes,Delhi,Manjari,40,Salaried,100,Civil Servant
70,Female,108000,504,345,3,136796,86,No,Maharashtra,Nagpur,95,Salaried,42,Banker
42,Female,121000,776,488,8,143368,115,Yes,Karnataka,Mysuru,60.9175162534529,Freelancer,92,Writer
60,Female,156000,436,579,2,150000,18,No,Maharashtra,Dhulagori,73.171011027287,Salaried,68,Civil Servant
32,Male,27000,501,233,3,61970,38,No,Rajasthan,Jaipur,90.3198862275455,Self-Employed,72,Farmer
51,Male,76000,737,108,7,88034,216,Yes,Karnataka,Bengaluru,40,Salaried,100,Civil Servant
69,Female,119000,824,302,9,135921,123,Yes,Uttar Pradesh,Kanpur,41.0089141004045,Salaried,100,Banker
24,Male,66000,436,537,2,150000,55,No,Maharashtra,Pune,95,Salaried,33,Banker
54,Female,81000,300,595,0,150000,93,No,Kerala,Thiruvananthapuram,66.1435295050418,Salaried,39,Software Engineer
64,Female,88000,499,514,3,105435,112,No,Karnataka,Dhulagori,95,Student,57,Student
18,Male,51000,730,180,7,130731,302,Yes,Delhi,New Delhi,77.5703564907478,Unemployed,99,NA
68,Male,104000,664,169,6,150000,306,Yes,Karnataka,Mysuru,73.8265459979235,Self-Employed,95,Contractor
49,Male,89000,687,503,7,125726,133,Yes,Gujarat,Ahmedabad,95,Self-Employed,99,Business Owner
62,Male,35000,452,61,2,128038,55,No,West Bengal,Channarayapatna,53.6331589154994,Salaried,92,Banker
68,Female,186000,475,331,3,130384,19,No,Gujarat,Surat,61.8087058075068,Salaried,82,Teacher
30,Female,54000,702,252,7,108517,197,Yes,Karnataka,Manjari,52.1647481424811,Salaried,97,Teacher
63,Female,157000,609,34,5,109454,128,No,Gujarat,Surat,95,Student,50,Student
65,Male,65000,657,47,6,148199,165,Yes,Karnataka,Mysuru,66.3246164611341,Salaried,95,Banker
52,Male,88000,792,262,8,85672,268,Yes,Maharashtra,Nagpur,40,Salaried,100,Software Engineer
56,Female,64000,614,48,5,137720,156,No,Tamil Nadu,Coimbatore,51.5069691994646,Self-Employed,100,Contractor
45,Female,75000,343,128,0,120521,77,No,Rajasthan,Jaipur,95,Self-Employed,7,Business Owner
52,Male,104000,458,537,2,150000,51,No,Rajasthan,Jaipur,59.7994120422739,Salaried,83,Software Engineer
42,Other,62000,456,57,2,60364,98,No,Kerala,Nellikuppam,53.9913759249501,Self-Employed,97,Contractor
35,Female,65000,801,292,9,98432,209,Yes,Telangana,Channarayapatna,62.6838479088055,Salaried,100,Civil Servant
51,Male,56000,786,267,8,70777,188,Yes,Tamil Nadu,Coimbatore,41.9438342187761,Salaried,100,Teacher
51,Male,115000,635,92,6,150000,338,No,West Bengal,Dhulagori,88.909339032642,Salaried,77,Civil Servant
45,Female,92000,821,107,9,139201,99,Yes,Tamil Nadu,Coimbatore,40,Self-Employed,100,Shopkeeper
56,Male,144000,507,69,3,87745,106,No,Uttar Pradesh,Dhulagori,55.8915262605586,Self-Employed,92,Farmer
60,Female,82000,580,546,5,82778,115,No,Telangana,Bishanpura,78.6529982714776,Salaried,74,Teacher
38,Female,79000,581,423,5,150000,45,No,Maharashtra,Mumbai,95,Freelancer,82,Photographer
19,Male,10000,405,603,1,20200,12,No,Gujarat,Ahmedabad,95,Salaried,44,Software Engineer
47,Female,128000,719,421,7,150000,258,Yes,Gujarat,Bishanpura,46.2030406497624,Salaried,100,Civil Servant
31,Female,69000,483,156,3,102781,52,No,Tamil Nadu,Chennai,75.5765307597603,Salaried,93,Teacher
21,Male,33000,676,237,6,68398,138,Yes,Gujarat,Ahmedabad,79.6650418234759,Student,95,Student
52,Male,53000,684,458,6,60757,105,Yes,Delhi,New Delhi,85.8424211033472,Unemployed,98,NA
68,Male,193000,772,590,8,150000,291,Yes,Delhi,New Delhi,70.6084664464982,Self-Employed,95,Shopkeeper
25,Male,37000,657,67,6,51714,299,Yes,Telangana,Hyderabad,80.89787707527,Unemployed,93,NA
21,Male,56000,382,286,1,150000,73,No,Uttar Pradesh,Lucknow,56.9243665149474,Salaried,62,Doctor
25,Male,52000,604,315,5,150000,193,No,Uttar Pradesh,Manjari,95,Salaried,86,Teacher
47,Female,77000,316,254,0,150000,84,No,Tamil Nadu,Chennai,85.134588734657,Salaried,22,Software Engineer
24,Female,27000,423,267,2,101206,74,No,West Bengal,Kolkata,53.9099256607125,Self-Employed,89,Shopkeeper
24,Female,71000,495,339,3,70665,61,No,Uttar Pradesh,Kanpur,83.1912314084297,Self-Employed,57,Shopkeeper
56,Male,31000,659,125,6,77100,115,Yes,Kerala,Kochi,95,Salaried,94,Civil Servant
33,Male,16000,374,575,1,14653,61,No,Kerala,Dhulagori,87.697984748386,Self-Employed,55,Contractor
46,Male,92000,711,533,7,114746,176,Yes,Kerala,Channarayapatna,57.548208335006,Self-Employed,100,Shopkeeper
30,Female,20000,640,60,6,20875,123,No,Karnataka,Bengaluru,53.7097283801304,Salaried,100,Civil Servant
59,Male,124000,849,422,9,150000,136,Yes,Kerala,Kochi,55.2862063388472,Salaried,90,Doctor
55,Male,57000,737,229,7,48598,136,Yes,Delhi,New Delhi,47.6015323629771,Salaried,99,Teacher
55,Male,147000,390,479,1,147260,30,No,Maharashtra,Nagpur,77.5717649673706,Salaried,72,Doctor
29,Male,79000,388,310,1,62239,13,No,Telangana,Hyderabad,95,Self-Employed,13,Farmer
19,Female,16000,321,340,0,54559,107,No,Uttar Pradesh,Lucknow,66.8875942107921,Salaried,52,Teacher
18,Female,13000,756,203,8,55400,327,Yes,Karnataka,Channarayapatna,79.7129709368987,Salaried,95,Software Engineer
33,Female,30000,488,259,3,68011,35,No,Karnataka,Bengaluru,91.8143330785595,Freelancer,60,Independent Consultant
64,Male,125000,623,537,5,150000,173,No,Uttar Pradesh,Kanpur,54.37278074564,Self-Employed,96,Business Owner
57,Female,154000,805,236,9,150000,331,Yes,Tamil Nadu,Coimbatore,75.2296577417621,Self-Employed,93,Farmer
33,Female,46000,499,490,3,71272,82,No,West Bengal,Kolkata,95,Self-Employed,60,Business Owner
44,Female,118000,711,89,7,150000,345,Yes,Gujarat,Surat,63.5536285273608,Self-Employed,96,Contractor
44,Female,108000,578,121,5,150000,114,No,Telangana,Hyderabad,95,Self-Employed,67,Contractor
44,Male,65000,534,382,4,57228,70,No,Uttar Pradesh,Lucknow,95,Salaried,72,Software Engineer
64,Male,43000,424,394,2,32147,92,No,Delhi,New Delhi,83.2711837363349,Self-Employed,61,Farmer
22,Male,26000,711,574,7,83946,138,Yes,Maharashtra,Nagpur,42.1716827146746,Self-Employed,100,Business Owner
48,Female,52000,545,199,4,58225,46,No,Karnataka,Mysuru,84.7011155163095,Salaried,70,Software Engineer
53,Male,32000,410,45,2,143274,119,No,Kerala,Thiruvananthapuram,67.6803644036784,Student,37,Student
63,Female,54000,735,345,7,131642,271,Yes,Delhi,New Delhi,79.2051623061525,Salaried,96,Civil Servant
57,Female,114000,552,425,4,116365,38,No,Karnataka,Bengaluru,90.2979643929025,Self-Employed,83,Business Owner
33,Male,88000,810,420,9,89116,219,Yes,Tamil Nadu,Coimbatore,74.8021278464356,Salaried,91,Doctor
43,Female,80000,591,515,5,134322,13,No,Uttar Pradesh,Kanpur,55.4080038617616,Salaried,100,Doctor
52,Female,48000,759,83,8,150000,234,Yes,Delhi,Nellikuppam,50.1101675944009,Salaried,95,Software Engineer
52,Female,120000,479,242,3,61078,39,No,Uttar Pradesh,Manjari,95,Self-Employed,36,Farmer
22,Female,12000,677,46,6,52602,98,Yes,Maharashtra,Pune,95,Salaried,100,Doctor
58,Male,118000,850,536,10,150000,315,Yes,Delhi,New Delhi,76.4842275189685,Salaried,100,Civil Servant
54,Male,140000,670,331,6,100625,215,Yes,Uttar Pradesh,Lucknow,66.1486103596197,Self-Employed,90,Farmer
51,Female,74000,800,371,9,120885,149,Yes,Rajasthan,Jaipur,77.6157749157859,Self-Employed,100,Contractor
48,Male,32000,515,12,3,85508,14,No,West Bengal,Kolkata,95,Salaried,56,Teacher
45,Female,98000,401,508,1,150000,107,No,Tamil Nadu,Coimbatore,95,Self-Employed,44,Farmer
45,Male,65000,640,258,6,81633,98,No,Tamil Nadu,Coimbatore,75.071215069768,Self-Employed,100,Contractor
39,Female,111000,682,417,6,150000,144,Yes,Tamil Nadu,Chennai,64.2663774380983,Salaried,99,Doctor
68,Male,94000,704,116,7,81799,349,Yes,Karnataka,Mysuru,67.1446096560899,Freelancer,99,Independent Consultant
51,Male,119000,549,299,4,127584,30,No,Maharashtra,Mumbai,56.716748824244,Salaried,88,Doctor
46,Female,87000,497,367,3,110532,55,No,Telangana,Dhulagori,87.3409962011502,Salaried,75,Software Engineer
19,Male,52000,401,22,1,150000,109,No,Rajasthan,Jaipur,62.6181452871954,Salaried,64,Civil Servant
19,Male,41000,557,108,4,104784,69,No,Delhi,New Delhi,53.1297113762041,Student,76,Student
26,Male,74000,450,146,2,58531,18,No,Telangana,Hyderabad,95,Salaried,46,Software Engineer
48,Male,97000,756,183,8,150000,323,Yes,Gujarat,Channarayapatna,81.8037319075725,Salaried,92,Banker
52,Male,155000,409,177,1,150000,65,No,Kerala,Kochi,93.5268361092213,Self-Employed,44,Shopkeeper
49,Male,95000,779,403,8,150000,354,Yes,Maharashtra,Bishanpura,75.156838671313,Self-Employed,94,Shopkeeper
23,Female,66000,562,509,4,91814,21,No,Telangana,Hyderabad,89.621937063916,Salaried,85,Software Engineer
68,Male,112000,745,277,8,60032,172,Yes,Uttar Pradesh,Lucknow,40,Salaried,92,Doctor
45,Female,86000,300,342,0,137679,88,No,Delhi,New Delhi,60.5383838937818,Self-Employed,42,Business Owner
29,Female,46000,371,390,1,132730,101,No,Kerala,Kochi,76.7300781389809,Salaried,50,Doctor
38,Other,51000,576,405,5,63585,115,No,Rajasthan,Jaipur,89.0342075369416,Self-Employed,81,Business Owner
55,Female,63000,760,514,8,150000,227,Yes,Karnataka,Mysuru,40,Salaried,94,Doctor
38,Other,113000,850,82,10,102262,240,Yes,Telangana,Hyderabad,64.7841335443283,Salaried,94,Banker
33,Female,61000,596,478,5,117649,24,No,Rajasthan,Nellikuppam,65.1396059004088,Salaried,99,Doctor
24,Female,59000,308,297,0,59266,85,No,Maharashtra,Nagpur,77.256660910148,Self-Employed,25,Business Owner
57,Male,128000,740,364,8,150000,323,Yes,Maharashtra,Pune,82.8549289706846,Self-Employed,100,Farmer
67,Male,118000,627,481,5,150000,82,No,Gujarat,Surat,95,Self-Employed,86,Business Owner
34,Female,48000,530,350,4,150000,58,No,West Bengal,Kolkata,92.7208903982121,Salaried,50,Banker
31,Male,78000,765,469,8,67824,116,Yes,Karnataka,Dhulagori,76.0434022004023,Self-Employed,99,Farmer
22,Female,48000,687,456,7,82165,338,Yes,Gujarat,Surat,92.9754140959867,Unemployed,77,NA
41,Female,26000,773,535,8,27210,239,Yes,Maharashtra,Nagpur,45.0339313906334,Self-Employed,98,Business Owner
30,Female,74000,665,80,6,58303,179,Yes,Karnataka,Bengaluru,70.8716019685818,Self-Employed,100,Shopkeeper
31,Female,62000,850,558,10,128817,133,Yes,Telangana,Hyderabad,40,Salaried,100,Teacher
58,Female,159000,570,272,4,150000,67,No,Delhi,Channarayapatna,75.5589249268077,Salaried,82,Doctor
27,Male,41000,362,37,1,150000,82,No,Karnataka,Mysuru,95,Salaried,35,Teacher
25,Male,52000,771,367,8,144644,60,Yes,Telangana,Hyderabad,63.3922496678036,Salaried,94,Teacher
62,Female,133000,700,457,7,60412,280,Yes,Delhi,Bishanpura,95,Self-Employed,92,Shopkeeper
45,Male,47000,413,370,2,81832,77,No,Gujarat,Ahmedabad,63.0263666412267,Salaried,63,Software Engineer
47,Male,77000,327,171,0,83665,85,No,Karnataka,Mysuru,63.6578187532128,Salaried,41,Civil Servant
59,Male,93000,300,534,0,150000,30,No,Rajasthan,Udaipur,67.6797477484998,Salaried,35,Banker
20,Male,15000,726,289,7,15623,327,Yes,Karnataka,Bengaluru,48.9981096343268,Self-Employed,91,Business Owner
39,Female,39000,648,317,6,62986,73,No,Tamil Nadu,Coimbatore,55.083529301343,Salaried,91,Civil Servant
31,Male,84000,557,147,4,82458,39,No,West Bengal,Kolkata,67.6942001508765,Salaried,86,Civil Servant
35,Female,45000,509,594,3,74306,27,No,Uttar Pradesh,Lucknow,83.2326680938572,Unemployed,73,NA
63,Female,78000,750,372,8,150000,351,Yes,Delhi,New Delhi,75.5527069934027,Self-Employed,98,Contractor
58,Female,45000,529,185,4,81236,100,No,Kerala,Kochi,95,Self-Employed,38,Business Owner
43,Female,87000,417,353,2,150000,78,No,Tamil Nadu,Coimbatore,79.7570969514764,Salaried,78,Software Engineer
36,Male,50000,671,339,6,150000,126,Yes,Rajasthan,Udaipur,78.9286947456995,Salaried,91,Software Engineer
45,Male,43000,342,156,0,100851,21,No,Tamil Nadu,Coimbatore,62.9061008637971,Salaried,57,Banker
45,Female,101000,592,164,5,141863,24,No,Karnataka,Bengaluru,84.498412276464,Student,80,Student
34,Female,90000,725,322,7,89453,214,Yes,Gujarat,Surat,65.4503115672405,Unemployed,94,NA
24,Female,17000,317,517,0,33291,108,No,Uttar Pradesh,Lucknow,95,Salaried,31,Civil Servant
55,Male,39000,302,448,0,90742,29,No,Rajasthan,Nellikuppam,81.2329788744371,Freelancer,18,Writer
63,Female,88000,521,356,4,107387,100,No,Gujarat,Surat,95,Self-Employed,35,Farmer
67,Female,159000,763,36,8,150000,197,Yes,Telangana,Nellikuppam,85.795741327907,Salaried,93,Teacher
29,Male,24000,703,94,7,23711,212,Yes,Uttar Pradesh,Lucknow,69.9905380128049,Salaried,96,Doctor
40,Female,20000,552,412,4,21632,53,No,Gujarat,Surat,86.5090736750618,Salaried,61,Doctor
67,Male,167000,440,346,2,76029,33,No,Rajasthan,Udaipur,61.7435434834823,Salaried,80,Teacher
59,Male,113000,422,309,2,68812,55,No,Maharashtra,Mumbai,54.3503099911842,Self-Employed,65,Shopkeeper
62,Male,153000,562,525,4,150000,78,No,Tamil Nadu,Chennai,95,Self-Employed,76,Contractor
44,Male,24000,555,607,4,55653,56,No,Maharashtra,Nagpur,71.3782231006991,Self-Employed,69,Business Owner
20,Female,40000,430,48,2,99258,56,No,Maharashtra,Pune,68.9431956337429,Freelancer,51,Photographer
58,Female,34000,679,246,6,64862,275,Yes,Gujarat,Nellikuppam,84.2551928912625,Unemployed,95,NA
60,Female,118000,736,514,7,87326,315,Yes,West Bengal,Kolkata,40,Salaried,90,Teacher
69,Male,145000,850,601,10,150000,102,Yes,Telangana,Hyderabad,81.9871294764602,Salaried,100,Civil Servant
46,Male,134000,593,126,5,78005,116,No,Karnataka,Mysuru,52.2231310746745,Salaried,98,Software Engineer
21,Female,41000,371,111,1,75727,57,No,West Bengal,Kolkata,54.5727723957159,Self-Employed,78,Farmer
35,Male,77000,321,281,0,150000,94,No,West Bengal,Kolkata,81.3375557118037,Salaried,52,Banker
54,Male,120000,664,253,6,150000,91,Yes,Karnataka,Bengaluru,95,Salaried,88,Banker
59,Female,88000,591,323,5,84949,48,No,Telangana,Hyderabad,83.6851386521765,Salaried,99,Teacher
30,Male,34000,363,73,1,150000,103,No,Telangana,Hyderabad,50.5895869229306,Salaried,69,Civil Servant
40,Male,59000,306,357,0,150000,66,No,Gujarat,Surat,93.3040189513907,Salaried,17,Banker
41,Male,41000,825,420,9,77824,311,Yes,Telangana,Hyderabad,43.7587896498872,Self-Employed,100,Farmer
69,Male,127000,470,19,3,150000,73,No,Tamil Nadu,Coimbatore,75.5762263462777,Self-Employed,65,Farmer
64,Male,188000,757,48,8,66844,219,Yes,Gujarat,Surat,77.2292047964534,Salaried,94,Teacher
28,Male,56000,328,461,0,150000,39,No,Karnataka,Mysuru,79.478209552686,Salaried,56,Banker
57,Male,74000,774,320,8,150000,175,Yes,Uttar Pradesh,Lucknow,63.2306333976014,Salaried,100,Software Engineer
25,Other,26000,620,50,5,77419,258,No,West Bengal,Kolkata,71.1767249421763,Salaried,92,Software Engineer
30,Male,63000,660,246,6,98552,130,Yes,Rajasthan,Udaipur,50.1397246154673,Salaried,100,Software Engineer
65,Male,48000,550,122,4,150000,56,No,Maharashtra,Pune,83.0046279917846,Self-Employed,79,Business Owner
